метро;комнат;ссылка;адрес;минут до метро;цена;площадь
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/44252406/;Москва, район Тверской, ул. Каретный Ряд, 5/10С2;9;23.0;56
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/44272410/;Москва, район Тверской, ул. Каретный Ряд, 5/10С2;9;23.9;56
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/41931066/;Москва, район Тверской, ул. Каретный Ряд, 5/10;9;24.5;56
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/21432677/;Москва, район Тверской, ул. Большая Дмитровка, 7/5С2;4;25.0;45
Чеховская;1-комнатная;http://www.cian.ru/sale/flat/12946213/;Москва, район Тверской, ул. Большая Дмитровка, 20;7;25.0;53
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/34742950/;Москва, район Тверской, Петровский пер., 1/30С1;3;27.3;45
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/31791034/;Москва, район Тверской, Страстной бул., 10к1;3;109.3;80
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/38005654/;Москва, район Пресненский, Сытинский пер., 5/10С4;10;131.2;102
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/44221866/;Москва, район Тверской, ул. Каретный Ряд, 5/10С2;9;23.0;56
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/31382692/;Москва, район Тверской, Садовая-Триумфальная ул., 18-20;10;25.0;61
Чеховская;2-комнатная;http://www.cian.ru/sale/flat/31382680/;Москва, район Тверской, Петровский пер., 1/30С1;5;28.8;41
