метро;комнат;ссылка;адрес;минут до метро;цена;площадь
Тульская;2-комнатная;http://www.cian.ru/sale/flat/46419424/;Москва, район Даниловский, Люсиновская ул., 66;10;12.4;64
Тульская;2-комнатная;http://www.cian.ru/sale/flat/39481685/;Москва, район Даниловский, Даниловская наб., 2к1;15;9.0;55
Тульская;1-комнатная;http://www.cian.ru/sale/flat/39099797/;Москва, район Даниловский, Духовской пер., 22А;7;9.4;41
Тульская;2-комнатная;http://www.cian.ru/sale/flat/44890677/;Москва, район Даниловский, Большая Тульская ул., 2;1;9.5;53
Тульская;2-комнатная;http://www.cian.ru/sale/flat/42023928/;Москва, район Даниловский, ул. Серпуховский Вал, 3;3;9.8;52
Тульская;2-комнатная;http://www.cian.ru/sale/flat/41176001/;Москва, район Донской, Варшавское ш., 10К1;7;10.5;60
Тульская;2-комнатная;http://www.cian.ru/sale/flat/31835818/;Москва, район Донской, Варшавское ш., 2;12;10.5;64
Тульская;1-комнатная;http://www.cian.ru/sale/flat/39575579/;Москва, район Донской, Духовской пер., 17;5;10.7;51
Тульская;1-комнатная;http://www.cian.ru/sale/flat/45735245/;Москва, район Донской, Духовской пер., 17С3;7;10.9;39
Тульская;2-комнатная;http://www.cian.ru/sale/flat/18397558/;Москва, район Даниловский, Большая Тульская ул., 2;1;11.0;53
Тульская;2-комнатная;http://www.cian.ru/sale/flat/26985412/;Москва, район Даниловский, Даниловская наб., 2к3;15;11.5;57
Тульская;1-комнатная;http://www.cian.ru/sale/flat/11020039/;Москва, район Донской, Духовской пер., 17;5;11.8;51
Тульская;2-комнатная;http://www.cian.ru/sale/flat/44810639/;Москва, район Даниловский, ул. Шухова, 6;6;11.9;45
Тульская;2-комнатная;http://www.cian.ru/sale/flat/43533509/;Москва, район Даниловский, ул. Новая Заря, 4/8;8;14.0;63
Тульская;1-комнатная;http://www.cian.ru/sale/flat/2564320/;Москва, район Донской, Духовской пер., 17С10;7;14.1;52
Тульская;2-комнатная;http://www.cian.ru/sale/flat/37277512/;Москва, район Даниловский, ул. Серпуховский Вал, 3;4;14.5;67
Тульская;2-комнатная;http://www.cian.ru/sale/flat/36797866/;Москва, район Даниловский, ул. Серпуховский Вал, 17;9;15.4;66
Тульская;2-комнатная;http://www.cian.ru/sale/flat/11020051/;Москва, район Донской, Духовской пер., 17;5;16.2;60
Тульская;2-комнатная;http://www.cian.ru/sale/flat/46600377/;Москва, район Донской, Духовской пер., 17С3;7;18.0;57
Тульская;2-комнатная;http://www.cian.ru/sale/flat/21119081/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кб;7;18.4;76
Тульская;2-комнатная;http://www.cian.ru/sale/flat/2970438/;Москва, район Донской, Духовской пер., 17С11;8;18.9;63
Тульская;2-комнатная;http://www.cian.ru/sale/flat/28024822/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кб;10;19.5;74
Тульская;2-комнатная;http://www.cian.ru/sale/flat/29119900/;Москва, район Даниловский, ул. Серпуховский Вал, 17;9;20.0;66
Тульская;2-комнатная;http://www.cian.ru/sale/flat/2567110/;Москва, район Донской, Духовской пер., 17С10;9;20.3;79
Тульская;2-комнатная;http://www.cian.ru/sale/flat/2567190/;Москва, район Донской, Духовской пер., 17С10;7;21.7;83
Тульская;2-комнатная;http://www.cian.ru/sale/flat/3035535/;Москва, район Донской, Духовской пер., 17;10;23.3;128
Тульская;2-комнатная;http://www.cian.ru/sale/flat/46419424/;Москва, район Даниловский, Люсиновская ул., 66;10;12.4;64
Тульская;2-комнатная;http://www.cian.ru/sale/flat/39481685/;Москва, район Даниловский, Даниловская наб., 2к1;15;9.0;55
Тульская;1-комнатная;http://www.cian.ru/sale/flat/39099797/;Москва, район Даниловский, Духовской пер., 22А;7;9.4;41
Тульская;2-комнатная;http://www.cian.ru/sale/flat/44890677/;Москва, район Даниловский, Большая Тульская ул., 2;1;9.5;53
Тульская;2-комнатная;http://www.cian.ru/sale/flat/42023928/;Москва, район Даниловский, ул. Серпуховский Вал, 3;3;9.8;52
Тульская;2-комнатная;http://www.cian.ru/sale/flat/41176001/;Москва, район Донской, Варшавское ш., 10К1;7;10.5;60
Тульская;2-комнатная;http://www.cian.ru/sale/flat/31835818/;Москва, район Донской, Варшавское ш., 2;12;10.5;64
Тульская;1-комнатная;http://www.cian.ru/sale/flat/39575579/;Москва, район Донской, Духовской пер., 17;5;10.7;51
Тульская;1-комнатная;http://www.cian.ru/sale/flat/45735245/;Москва, район Донской, Духовской пер., 17С3;7;10.9;39
Тульская;2-комнатная;http://www.cian.ru/sale/flat/18397558/;Москва, район Даниловский, Большая Тульская ул., 2;1;11.0;53
Тульская;2-комнатная;http://www.cian.ru/sale/flat/26985412/;Москва, район Даниловский, Даниловская наб., 2к3;15;11.5;57
Тульская;1-комнатная;http://www.cian.ru/sale/flat/11020039/;Москва, район Донской, Духовской пер., 17;5;11.8;51
Тульская;2-комнатная;http://www.cian.ru/sale/flat/44810639/;Москва, район Даниловский, ул. Шухова, 6;6;11.9;45
Тульская;2-комнатная;http://www.cian.ru/sale/flat/43533509/;Москва, район Даниловский, ул. Новая Заря, 4/8;8;14.0;63
Тульская;1-комнатная;http://www.cian.ru/sale/flat/2564320/;Москва, район Донской, Духовской пер., 17С10;7;14.1;52
Тульская;2-комнатная;http://www.cian.ru/sale/flat/37277512/;Москва, район Даниловский, ул. Серпуховский Вал, 3;4;14.5;67
Тульская;2-комнатная;http://www.cian.ru/sale/flat/36797866/;Москва, район Даниловский, ул. Серпуховский Вал, 17;9;15.4;66
Тульская;2-комнатная;http://www.cian.ru/sale/flat/11020051/;Москва, район Донской, Духовской пер., 17;5;16.2;60
Тульская;2-комнатная;http://www.cian.ru/sale/flat/46600377/;Москва, район Донской, Духовской пер., 17С3;7;18.0;57
Тульская;2-комнатная;http://www.cian.ru/sale/flat/21119081/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кб;7;18.4;76
Тульская;2-комнатная;http://www.cian.ru/sale/flat/2970438/;Москва, район Донской, Духовской пер., 17С11;8;18.9;63
Тульская;2-комнатная;http://www.cian.ru/sale/flat/28024822/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кб;10;19.5;74
Тульская;2-комнатная;http://www.cian.ru/sale/flat/29119900/;Москва, район Даниловский, ул. Серпуховский Вал, 17;9;20.0;66
Тульская;2-комнатная;http://www.cian.ru/sale/flat/2567110/;Москва, район Донской, Духовской пер., 17С10;9;20.3;79
Тульская;2-комнатная;http://www.cian.ru/sale/flat/2567190/;Москва, район Донской, Духовской пер., 17С10;7;21.7;83
Тульская;2-комнатная;http://www.cian.ru/sale/flat/3035535/;Москва, район Донской, Духовской пер., 17;10;23.3;128
Тульская;2-комнатная;http://www.cian.ru/sale/flat/46419424/;Москва, район Даниловский, Люсиновская ул., 66;10;12.4;64
Тульская;2-комнатная;http://www.cian.ru/sale/flat/42616116/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кА;7;23.5;86
Тульская;2-комнатная;http://www.cian.ru/sale/flat/2970432/;Москва, район Донской, Духовской пер., 17С11;8;23.5;79
Тульская;1-комнатная;http://www.cian.ru/sale/flat/39575573/;Москва, район Донской, Духовской пер., 17;5;24.0;88
Тульская;1-комнатная;http://www.cian.ru/sale/flat/38937215/;Москва, район Донской, 3-й Донской проезд, 1;10;26.8;85
Тульская;2-комнатная;http://www.cian.ru/sale/flat/29574364/;Москва, район Донской, 3-й Донской проезд, 1;10;29.8;94
Тульская;1-комнатная;http://www.cian.ru/sale/flat/38937143/;Москва, район Донской, 3-й Донской проезд, 1;10;30.9;98
Тульская;2-комнатная;http://www.cian.ru/sale/flat/38791433/;Москва, район Донской, Новоданиловская наб., 9с1;10;33.9;78
Тульская;2-комнатная;http://www.cian.ru/sale/flat/18485548/;Москва, район Донской, Духовской пер., 17;10;37.3;79
Тульская;1-комнатная;http://www.cian.ru/sale/flat/39575585/;Москва, район Донской, Духовской пер., 17;5;41.0;116
Тульская;2-комнатная;http://www.cian.ru/sale/flat/23355114/;Москва, район Донской, Варшавское ш., 9с17;10;41.6;80
Тульская;2-комнатная;http://www.cian.ru/sale/flat/38672045/;Москва, район Донской, ул. Орджоникидзе, 1;10;51.4;80
Тульская;2-комнатная;http://www.cian.ru/sale/flat/3035551/;Москва, район Донской, Духовской пер., 17;10;65.6;233
Тульская;2-комнатная;http://www.cian.ru/sale/flat/44931617/;Москва, район Даниловский, Малая Тульская ул., 2/1К26;4;7.5;42
Тульская;1-комнатная;http://www.cian.ru/sale/flat/29677696/;Москва, район Донской, Духовской пер., 17;8;11.0;46
Тульская;2-комнатная;http://www.cian.ru/sale/flat/32982292/;Москва, район Даниловский, Большая Тульская ул., 2;2;11.5;48
Тульская;1-комнатная;http://www.cian.ru/sale/flat/29677798/;Москва, район Донской, Духовской пер., 17;8;11.8;49
Тульская;1-комнатная;http://www.cian.ru/sale/flat/39429587/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кА;10;12.4;48
Тульская;1-комнатная;http://www.cian.ru/sale/flat/40651343/;Москва, район Донской, Духовской пер., 17С10;5;14.2;51
Тульская;1-комнатная;http://www.cian.ru/sale/flat/39847391/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кА;10;14.7;55
Тульская;2-комнатная;http://www.cian.ru/sale/flat/38915705/;Москва, район Донской, Духовской пер., 17;8;17.9;80
Тульская;2-комнатная;http://www.cian.ru/sale/flat/42306456/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кА;10;18.2;77
Тульская;2-комнатная;http://www.cian.ru/sale/flat/42306486/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кА;10;18.2;77
Тульская;2-комнатная;http://www.cian.ru/sale/flat/42306444/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кА;10;18.3;77
Тульская;2-комнатная;http://www.cian.ru/sale/flat/42306498/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кА;10;18.3;77
Тульская;2-комнатная;http://www.cian.ru/sale/flat/42306468/;Москва, район Даниловский, ул. Серпуховский Вал, вл19/21кА;10;18.3;77
Тульская;2-комнатная;http://www.cian.ru/sale/flat/46419424/;Москва, район Даниловский, Люсиновская ул., 66;10;12.4;64
Тульская;2-комнатная;http://www.cian.ru/sale/flat/29678254/;Москва, район Донской, Духовской пер., 17;8;18.9;64
Тульская;1-комнатная;http://www.cian.ru/sale/flat/40651367/;Москва, район Донской, Духовской пер., 17С10;5;20.3;78
