метро;комнат;ссылка;адрес;минут до метро;цена
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/38958905/;Москва, район Красносельский, Большая Спасская ул., 8;8;13.8
Комсомольская;1-комнатная;http://www.cian.ru/sale/flat/37775392/;Москва, район Басманный, Нижняя Красносельская ул., 35С48;12;15.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/24212694/;Москва, район Красносельский, Каланчевская ул., 22;7;17.7
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/37776202/;Москва, район Красносельский, Краснопрудная ул., 1;5;17.8
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/40448723/;Москва, район Красносельский, Большая Спасская ул., 10К1;6;18.9
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/42413910/;Москва, район Басманный, Нижняя Красносельская ул., 35С48;12;21.8
Комсомольская;1-комнатная;http://www.cian.ru/sale/flat/40974737/;Москва, район Красносельский, Новорязанская ул., 2/7;2;7.5
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/32685538/;Москва, район Красносельский, Краснопрудная ул., 3/5;3;11.5
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/20524481/;Москва, район Красносельский, Новорязанская ул., 2/7;4;11.8
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/42656436/;Москва, район Красносельский, Верхняя Красносельская ул., 8К2;5;12.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/12806479/;Москва, район Красносельский, Краснопрудная ул., 7/9;6;12.2
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/46479247/;Москва, район Красносельский, Большая Спасская ул., 8;8;13.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/36529210/;Москва, район Красносельский, Большая Спасская ул., 8;8;15.1
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/36987868/;Москва, район Красносельский, Басманный пер., 9;6;18.5
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/32437642/;Москва, район Басманный, Новорязанская ул., 26С1;8;19.7
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/32437492/;Москва, район Басманный, Новорязанская ул., 26С1;8;21.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/32437516/;Москва, район Басманный, Новорязанская ул., 26С1;8;22.3
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/21336449/;Москва, район Красносельский, Краснопрудная ул., 1;1;23.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/32437636/;Москва, район Басманный, Новорязанская ул., 26С1;8;23.1
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/39657023/;Москва, район Басманный, Новорязанская ул., 26С1;5;23.9
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/32437498/;Москва, район Басманный, Новорязанская ул., 26С1;8;25.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/18746944/;Москва, район Красносельский, Краснопрудная ул., 1;4;25.8
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/32437648/;Москва, район Басманный, Новорязанская ул., 26С1;8;26.8
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/20107079/;Москва, район Басманный, Новорязанская ул., 30А;9;27.4
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/8935976/;Москва, район Красносельский, Краснопрудная ул., 1;3;28.8
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/3906411/;Москва, район Красносельский, Краснопрудная ул., 1;3;28.8
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/38616185/;Москва, район Красносельский, Краснопрудная ул., 1;3;29.1
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/9341555/;Москва, район Красносельский, Краснопрудная ул., 1;4;29.1
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/18529072/;Москва, район Красносельский, Краснопрудная ул., 1;5;29.1
Комсомольская;1-комнатная;http://www.cian.ru/sale/flat/35448178/;Москва, район Красносельский, Большая Спасская ул., 4С1;9;9.2
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/23397012/;Москва, район Красносельский, Большая Спасская ул., 4С1;9;12.2
Комсомольская;1-комнатная;http://www.cian.ru/sale/flat/37775380/;Москва, район Басманный, Нижняя Красносельская ул., 35С48;12;15.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/38712797/;Москва, район Красносельский, Новорязанская ул., 2/7;4;16.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/37776190/;Москва, район Красносельский, Краснопрудная ул., 1;5;17.8
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/42413904/;Москва, район Басманный, Нижняя Красносельская ул., 35С48;12;21.8
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/44806307/;Москва, район Басманный, Старая Басманная ул., 26;10;27.0
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/3932347/;Москва, район Красносельский, Краснопрудная ул., 1;4;29.1
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/41511413/;Москва, район Красносельский, Краснопрудная ул., 1;4;29.1
Комсомольская;2-комнатная;http://www.cian.ru/sale/flat/46336394/;Москва, район Красносельский, Новорязанская ул., 2/7;4;13.0
Комсомольская;1-комнатная;http://www.cian.ru/sale/flat/34336972/;Москва, район Красносельский, Басманный пер., 9;3;13.0
