метро;комнат;ссылка;адрес;минут до метро;цена
Беговая;2-комнатная;http://www.cian.ru/sale/flat/43040850/;Москва, район Хорошевский, Хорошевское ш., 12с1;1;16.9
Беговая;2-комнатная;http://www.cian.ru/sale/flat/18687064/;Москва, район Хорошевский, Хорошевское ш., 12с1;5;15.8
Беговая;2-комнатная;http://www.cian.ru/sale/flat/18398506/;Москва, район Хорошевский, Хорошевское ш., 12с1;5;15.8
Беговая;2-комнатная;http://www.cian.ru/sale/flat/18683134/;Москва, район Хорошевский, Хорошевское ш., 12с1;5;15.8
Беговая;2-комнатная;http://www.cian.ru/sale/flat/39886457/;Москва, район Хорошевский, Хорошевское ш., 12с1;5;15.8
Беговая;2-комнатная;http://www.cian.ru/sale/flat/45424281/;Москва, район Хорошевский, Хорошевское ш., 12с1;6;15.9
Беговая;2-комнатная;http://www.cian.ru/sale/flat/33322594/;Москва, район Хорошевский, Хорошевское ш., 12к1;2;16.0
Беговая;2-комнатная;http://www.cian.ru/sale/flat/43444067/;Москва, район Хорошевский, Хорошевское ш., 12с1;1;16.4
Беговая;1-комнатная;http://www.cian.ru/sale/flat/3223832/;Москва, район Хорошевский, Хорошевское ш., 12с1;2;16.5
Беговая;1-комнатная;http://www.cian.ru/sale/flat/3223756/;Москва, район Хорошевский, Хорошевское ш., 12с1;2;16.5
Беговая;1-комнатная;http://www.cian.ru/sale/flat/3223760/;Москва, район Хорошевский, Хорошевское ш., 12с1;2;16.5
Беговая;2-комнатная;http://www.cian.ru/sale/flat/46083927/;Москва, район Хорошевский, Хорошевское ш., 12с1;2;16.5
Беговая;2-комнатная;http://www.cian.ru/sale/flat/46492342/;Москва, район Хорошевский, Хорошевское ш., 12с1;2;16.9
Беговая;2-комнатная;http://www.cian.ru/sale/flat/16367338/;Москва, район Хорошевский, ул. Гризодубовой, 1к5;10;17.0
Беговая;2-комнатная;http://www.cian.ru/sale/flat/42616530/;Москва, район Хорошевский, Хорошевское ш., 12с1;3;17.0
Беговая;1-комнатная;http://www.cian.ru/sale/flat/30290098/;Москва, район Хорошевский, Хорошевское ш., 12с1;6;17.5
Беговая;2-комнатная;http://www.cian.ru/sale/flat/43444097/;Москва, район Хорошевский, Хорошевское ш., 12с1;3;17.8
Беговая;1-комнатная;http://www.cian.ru/sale/flat/3223841/;Москва, район Хорошевский, Хорошевское ш., 12с1;3;17.9
Беговая;2-комнатная;http://www.cian.ru/sale/flat/38613647/;Москва, район Хорошевский, Хорошевское ш., 12с1;1;18.0
Беговая;2-комнатная;http://www.cian.ru/sale/flat/30290140/;Москва, район Хорошевский, Хорошевское ш., 12с1;5;18.1
Беговая;2-комнатная;http://www.cian.ru/sale/flat/12532879/;Москва, район Хорошевский, Хорошевское ш., 12к1;10;18.1
Беговая;2-комнатная;http://www.cian.ru/sale/flat/36150083/;Москва, район Хорошевский, Хорошевское ш., 12к1;4;18.2
Беговая;1-комнатная;http://www.cian.ru/sale/flat/1862220/;Москва, район Хорошевский, 2-й Хорошевский проезд, 9АС1;11;18.2
Беговая;1-комнатная;http://www.cian.ru/sale/flat/36338213/;Москва, район Хорошевский, Хорошевское ш., 12к1;1;18.5
Беговая;2-комнатная;http://www.cian.ru/sale/flat/20715623/;Москва, район Хорошевский, Хорошевское ш., 16к2;1;18.8
Беговая;1-комнатная;http://www.cian.ru/sale/flat/32270884/;Москва, район Хорошевский, Хорошевское ш., 12к1;1;19.0
Беговая;2-комнатная;http://www.cian.ru/sale/flat/43040850/;Москва, район Хорошевский, Хорошевское ш., 12с1;1;16.9
Беговая;2-комнатная;http://www.cian.ru/sale/flat/36012726/;Москва, район Хорошевский, Хорошевское ш., 12к1;4;26.2
Беговая;2-комнатная;http://www.cian.ru/sale/flat/40241231/;Москва, район Беговой, Беговая ул., 7;12;27.0
Беговая;2-комнатная;http://www.cian.ru/sale/flat/40473335/;Москва, район Беговой, Беговая ул., 7;10;27.0
Беговая;2-комнатная;http://www.cian.ru/sale/flat/25121446/;Москва, район Хорошевский, Хорошевское ш., 12с1;9;27.8
Беговая;2-комнатная;http://www.cian.ru/sale/flat/40472441/;Москва, район Беговой, Беговая ул., 7;10;28.0
